OrderID,OrderDate,customer_name,product_name,Quantity,price_per_carton,discount,revenue,cogs,location,sales_reps,payment_method,order_status,delivery_time
15184,44526,Css Bookshop,250pcs in a jar,4,51600,0,206400,172000,Lagos,Adeola Johnson,POS,Delivered,3
15185,44526,Css Bookshop,100pcs in a jar,1,50400,0,50400,42000,Lagos,Funmi Adebayo,Cash,Delivered,2
15186,44526,Baptist Bookshop,500pcs in a jar,2,51600,0,103200,86000,Abuja,Abdul Mohammed,Cash,Delivered,2
15187,44526,Css Bookshop,500pcs in a jar,6,51600,0,309600,258000,Lagos,Adeola Johnson,Bank Transfer,Delivered,2
15188,44527,Css Bookshop,500pcs in a jar,6,51600,0,309600,258000,Lagos,Adeola Johnson,Bank Transfer,Delivered,2
15189,44526,Ace Supermarket,100pcs in a jar,15,50400,0,756000,630000,Lagos,Chike Obi,Credit,Delivered,5
15190,44526,Baptist Bookshop,100pcs in a jar,5,50400,0,252000,210000,Abuja,Ngozi Eze,Cash,Delivered,4
15191,44526,Bible Wonderland,500pcs in a jar,1,51600,10,51600,43000,Lagos,Funmi Adebayo,POS,Delivered,3
15192,44526,Deprince Supermarket,100pcs in a jar,17,50400,0,856800,714000,Lagos,Funmi Adebayo,POS,Delivered,1
15193,44526,Bible Wonderland,500pcs in a jar,7,51600,0,361200,301000,Lagos,Adeola Johnson,Bank Transfer,Delivered,1
15194,44526,The Lamb Christian Bookshop,500pcs in a jar,3,51600,0,154800,129000,Osun,Afolabi Ige,Cash,Delivered,3
15195,44526,Deprince Supermarket,250pcs in a jar,4,51600,0,206400,172000,Lagos,Chike Obi,Bank Transfer,Delivered,4
15196,44526,Css Bookshop,100pcs in a jar,6,50400,0,302400,252000,Lagos,Funmi Adebayo,Bank Transfer,Delivered,1
15197,44526,The Lamb Christian Bookshop,100pcs in nylon,2,80000,0,160000,130000,Osun,Afolabi Ige,Bank Transfer,Delivered,1
15198,44526,Css Bookshop,250pcs in a jar,1,51600,0,51600,43000,Lagos,Chike Obi,Cash,Cancelled,2
15199,44526,Real Treasure Christian Bookshop,100pcs in nylon,1,80000,0,80000,65000,Oyo,Yemi Akande,Bank Transfer,Delivered,1
15200,44526,Bradenburg Multichoice,100pcs in a jar,46,50400,0,2318400,1932000,Ogun,Bisi Awolowo,Bank Transfer,Delivered,3
15201,44527,Ace Supermarket,100pcs in nylon,13,80000,0,1040000,845000,Lagos,Chike Obi,Bank Transfer,Delivered,3
15202,44527,The Lamb Christian Bookshop,250pcs in a jar,1,51600,0,51600,43000,Osun,Afolabi Ige,POS,Delivered,1
15203,44527,The Lamb Christian Bookshop,500pcs in a jar,2,51600,0,103200,86000,Osun,Afolabi Ige,Credit,Delivered,1
15204,44527,The Lamb Christian Bookshop,250pcs in a jar,2,51600,0,103200,86000,Osun,Afolabi Ige,Bank Transfer,Delivered,1
15205,44527,Bradenburg Multichoice,500pcs in a jar,9,51600,0,464400,387000,Ogun,Bisi Awolowo,Bank Transfer,Delivered,4
15206,44527,Baptist Bookshop,100pcs in a jar,6,50400,0,302400,252000,Abuja,Abdul Mohammed,POS,Delivered,3
15208,44527,The Lamb Christian Bookshop,100pcs in a jar,3,50400,0,151200,126000,Osun,Afolabi Ige,Cash,Delivered,1
15209,44527,Deprince Supermarket,100pcs in nylon,3,80000,0,240000,195000,Lagos,Adeola Johnson,Cash,Delivered,44
15210,44527,Bible Wonderland,100pcs in a jar,4,50400,0,201600,168000,Lagos,Funmi Adebayo,Cash,Delivered,1
15211,44527,Bradenburg Multichoice,100pcs in a jar,37,50400,0,1864800,1554000,Ogun,Tunde Ogunleye,Bank Transfer,Delivered,4
15212,44527,The Lamb Christian Bookshop,100pcs in a jar,1,50400,0,50400,42000,Osun,Afolabi Ige,Cash,Delivered,20
15213,44527,Real Treasure Christian Bookshop,100pcs in a jar,5,50400,0,252000,210000,Oyo,Yemi Akande,Bank Transfer,Delivered,4
15214,44527,Css Bookshop,500pcs in a jar,4,51600,0,206400,172000,Lagos,Chike Obi,Bank Transfer,Delivered,3
15215,44527,Baptist Bookshop,250pcs in a jar,3,51600,0,154800,129000,Abuja,,Bank Transfer,Delivered,1
15216,44528,Real Treasure Christian Bookshop,500pcs in a jar,2,51600,0,103200,86000,Oyo,Yemi Akande,Cash,Delivered,1
15217,44528,Deprince Supermarket,250pcs in a jar,12,51600,0,619200,516000,Lagos,Adeola Johnson,Bank Transfer,Delivered,2
15218,44528,The Lamb Christian Bookshop,500pcs in a jar,2,51600,0,103200,86000,Osun,Afolabi Ige,Bank Transfer,Delivered,2
15219,44528,The Lamb Christian Bookshop,100pcs in nylon,2,80000,0,160000,130000,Osun,Abdul Mohammed,Bank Transfer,Delivered,2
15220,44528,Real Treasure Christian Bookshop,500pcs in a jar,5,51600,0,258000,215000,Lagos,Abdul Mohammed,Bank Transfer,Delivered,2
15221,44528,Real Treasure Christian Bookshop,500pcs in a jar,3,51600,0,154800,129000,Oyo,Yemi Akande,POS,Delivered,3
15222,44528,Bible Wonderland,100pcs in a jar,2,50400,15,100800,84000,Lagos,Chike Obi,Bank Transfer,Delivered,5
15223,44528,Bradenburg Multichoice,100pcs in a jar,18,50400,10,907200,756000,Ogun,Bisi Awolowo,POS,Delivered,3
15224,44528,The Lamb Christian Bookshop,250pcs in a jar,1,51600,0,51600,43000,Osun,Afolabi Ige,Bank Transfer,Delivered,4
15225,44528,Baptist Bookshop,100pcs in nylon,6,80000,0,480000,390000,Abuja,,POS,Delivered,1
15226,44528,Baptist Bookshop,500pcs in a jar,4,51600,0,206400,172000,Abuja,Abdul Mohammed,POS,Delivered,3
15227,44528,Bradenburg Multichoice,500pcs in a jar,17,51600,0,877200,731000,Ogun,,POS,Delivered,4
15228,44528,Real Treasure Christian Bookshop,250pcs in a jar,1,51600,0,51600,43000,Oyo,Segun Adesina,Cash,Delivered,2
15229,44528,Bradenburg Multichoice,250pcs in a jar,11,51600,0,567600,473000,Ogun,Tunde Ogunleye,Bank Transfer,Delivered,5
15230,44528,Baptist Bookshop,100pcs in a jar,2,50400,0,100800,84000,Abuja,Abdul Mohammed,Cash,Delivered,6
15231,44528,Bible Wonderland,500pcs in a jar,3,51600,0,154800,129000,Lagos,Adeola Johnson,Bank Transfer,Delivered,4
15232,44528,Baptist Bookshop,100pcs in a jar,2,50400,0,100800,84000,Abuja,Abdul Mohammed,Cash,Delivered,5
15233,44528,The Lamb Christian Bookshop,250pcs in a jar,3,51600,0,154800,129000,Osun,Afolabi Ige,Bank Transfer,Delivered,3
15234,44528,Deprince Supermarket,100pcs in a jar,1,50400,0,50400,42000,Lagos,Chike Obi,Cash,On Hold,4
15235,44528,Real Treasure Christian Bookshop,250pcs in a jar,3,51600,0,154800,129000,Oyo,Yemi Akande,Bank Transfer,Delivered,3
15236,44528,The Lamb Christian Bookshop,100pcs in nylon,2,80000,0,160000,130000,Osun,Afolabi Ige,Bank Transfer,Delivered,6
15237,44528,Css Bookshop,500pcs in a jar,4,51600,0,206400,172000,Lagos,Adeola Johnson,Bank Transfer,Delivered,1
15238,44528,Css Bookshop,100pcs in nylon,1,80000,0,80000,65000,Lagos,Adeola Johnson,Bank Transfer,Delivered,12
15239,44528,Ace Supermarket,250pcs in a jar,12,51600,15,619200,516000,Lagos,Chike Obi,Cash,Delivered,1
15240,44528,Bradenburg Multichoice,100pcs in nylon,24,80000,0,1920000,1560000,Ogun,Bisi Awolowo,Bank Transfer,Delivered,2
15241,44528,Deprince Supermarket,100pcs in a jar,2,50400,0,100800,84000,Lagos,Chike Obi,Cash,Delivered,15
15242,44529,Deprince Supermarket,100pcs in a jar,13,50400,0,655200,546000,Lagos,Adeola Johnson,Bank Transfer,Delivered,1
15243,44529,The Lamb Christian Bookshop,100pcs in a jar,2,50400,0,100800,84000,Osun,Afolabi Ige,Cash,Delivered,3
15244,44529,Css Bookshop,100pcs in nylon,2,80000,5,160000,130000,Lagos,Funmi Adebayo,Cash,Delivered,5
15245,44529,Css Bookshop,500pcs in a jar,18,51600,5,928800,774000,Lagos,Adeola Johnson,Cash,Delivered,1
15246,44529,Deprince Supermarket,100pcs in a jar,8,50400,0,403200,336000,Lagos,Adeola Johnson,Cash,Delivered,1
15247,44529,Baptist Bookshop,500pcs in a jar,2,51600,0,103200,86000,Abuja,,Cash,Delivered,1
15248,44529,Css Bookshop,100pcs in nylon,1,80000,0,80000,65000,Lagos,Adeola Johnson,Cash,Delivered,1
15249,44529,Bible Wonderland,100pcs in a jar,6,50400,0,302400,252000,Lagos,Adeola Johnson,Cash,Pending,3
15250,44529,Css Bookshop,100pcs in nylon,3,80000,0,240000,195000,Lagos,Chike Obi,POS,Delivered,1
15251,44529,Deprince Supermarket,100pcs in a jar,15,50400,0,756000,630000,Lagos,Adeola Johnson,Bank Transfer,Delivered,1
15252,44529,Deprince Supermarket,500pcs in a jar,3,51600,0,154800,129000,Lagos,Adeola Johnson,Bank Transfer,Delivered,1
15253,44529,Deprince Supermarket,500pcs in a jar,39,51600,0,2012400,1677000,Lagos,Funmi Adebayo,Bank Transfer,Delivered,6
15254,44529,Ace Supermarket,100pcs in nylon,3,80000,0,240000,195000,Lagos,Adeola Johnson,Credit,Delivered,5
15255,44529,Css Bookshop,500pcs in a jar,1,51600,0,51600,43000,Lagos,Adeola Johnson,Cash,Delivered,1
15256,44529,Real Treasure Christian Bookshop,100pcs in a jar,2,50400,10,100800,84000,Oyo,Segun Adesina,Cash,Delivered,4
15257,44529,Css Bookshop,100pcs in a jar,5,50400,0,252000,210000,Lagos,Ngozi Eze,Cash,Delivered,1
15258,44529,Deprince Supermarket,100pcs in a jar,21,50400,5,1058400,882000,Lagos,Adeola Johnson,Bank Transfer,Delivered,1
15259,44529,Css Bookshop,250pcs in a jar,1,51600,0,51600,43000,Lagos,Funmi Adebayo,Bank Transfer,Delivered,1
15260,44529,Baptist Bookshop,250pcs in a jar,2,51600,0,103200,86000,Abuja,,Bank Transfer,Delivered,1
15261,44529,Ace Supermarket,250pcs in a jar,24,51600,0,1238400,1032000,Lagos,Adeola Johnson,Cash,Pending,1
15262,44529,Bible Wonderland,500pcs in a jar,2,51600,0,103200,86000,Lagos,Funmi Adebayo,Bank Transfer,Delivered,2
15263,44529,Bible Wonderland,500pcs in a jar,1,51600,15,51600,43000,Lagos,Adeola Johnson,POS,Delivered,1
15264,44529,Baptist Bookshop,500pcs in a jar,5,51600,0,258000,215000,Abuja,Abdul Mohammed,Bank Transfer,Delivered,3
15265,44529,Css Bookshop,100pcs in a jar,2,50400,0,100800,84000,Lagos,Chike Obi,Cash,Delivered,7
15266,44529,Bible Wonderland,100pcs in a jar,2,50400,0,100800,84000,Lagos,Funmi Adebayo,Bank Transfer,Delivered,8
15267,44529,Baptist Bookshop,500pcs in a jar,2,51600,0,103200,86000,Abuja,,Bank Transfer,Delivered,2
15268,44530,Baptist Bookshop,500pcs in a jar,2,51600,0,103200,86000,Abuja,,Bank Transfer,Delivered,2
15269,44530,Deprince Supermarket,100pcs in a jar,13,50400,0,655200,546000,Lagos,Adeola Johnson,Cash,Delivered,7
15270,44530,Real Treasure Christian Bookshop,100pcs in a jar,5,50400,15,252000,210000,Oyo,Segun Adesina,Cash,Delivered,4
15271,44530,Baptist Bookshop,100pcs in a jar,1,50400,0,50400,42000,Abuja,Ngozi Eze,Bank Transfer,Delivered,1
15272,44530,Baptist Bookshop,250pcs in a jar,7,51600,0,361200,301000,Abuja,Ngozi Eze,Cash,Delivered,4
15273,44530,The Lamb Christian Bookshop,250pcs in a jar,5,51600,0,258000,215000,Osun,Afolabi Ige,Bank Transfer,Delivered,3
15274,44530,Bible Wonderland,100pcs in a jar,2,50400,0,100800,84000,Lagos,Adeola Johnson,POS,Delivered,1
15275,44530,Css Bookshop,100pcs in nylon,4,80000,15,320000,260000,Lagos,Chike Obi,POS,Delivered,8
15276,44530,Css Bookshop,500pcs in a jar,2,51600,0,103200,86000,Lagos,Chike Obi,Bank Transfer,Delivered,2
15277,44530,Bradenburg Multichoice,100pcs in a jar,4,50400,0,201600,168000,Ogun,Tunde Ogunleye,Bank Transfer,Delivered,8
15278,44530,Ace Supermarket,250pcs in a jar,18,51600,0,928800,774000,Lagos,Chike Obi,Bank Transfer,On Hold,6
15279,44530,Bible Wonderland,100pcs in a jar,3,50400,0,151200,126000,Lagos,Chike Obi,Bank Transfer,Delivered,5
15280,44530,Real Treasure Christian Bookshop,250pcs in a jar,8,51600,0,412800,344000,Oyo,Segun Adesina,Cash,Delivered,2
15281,44530,Deprince Supermarket,500pcs in a jar,6,51600,0,309600,258000,Lagos,Chike Obi,POS,Delivered,5
15282,44530,Bible Wonderland,250pcs in a jar,18,51600,0,928800,774000,Lagos,Chike Obi,Bank Transfer,Delivered,1
15283,44530,Ace Supermarket,100pcs in a jar,37,50400,0,1864800,1554000,Lagos,Chike Obi,Bank Transfer,Delivered,1
15284,44530,Real Treasure Christian Bookshop,100pcs in nylon,2,80000,0,160000,130000,Oyo,Ngozi Eze,Bank Transfer,Delivered,2
15286,44530,Baptist Bookshop,250pcs in a jar,6,51600,0,309600,258000,Abuja,Abdul Mohammed,POS,Pending,3
15287,44530,Baptist Bookshop,100pcs in a jar,7,50400,0,352800,294000,Abuja,Abdul Mohammed,Cash,Delivered,1
15288,44530,Baptist Bookshop,250pcs in a jar,2,51600,0,103200,86000,Abuja,Abdul Mohammed,Bank Transfer,Delivered,7
15289,44530,Bradenburg Multichoice,100pcs in a jar,11,50400,0,554400,462000,Ogun,Bisi Awolowo,Bank Transfer,Delivered,2
15290,44530,Deprince Supermarket,100pcs in nylon,8,80000,0,640000,520000,Lagos,Adeola Johnson,Bank Transfer,Delivered,2
15291,44530,Ace Supermarket,500pcs in a jar,24,51600,0,1238400,-1032000,Lagos,Funmi Adebayo,Bank Transfer,Delivered,1
15292,44530,Deprince Supermarket,500pcs in a jar,17,51600,0,877200,731000,Lagos,Chike Obi,Cash,Delivered,2
15293,44530,Real Treasure Christian Bookshop,250pcs in a jar,2,51600,10,103200,86000,Oyo,Yemi Akande,Credit,Delivered,4
15294,44530,Real Treasure Christian Bookshop,250pcs in a jar,5,51600,0,258000,215000,Oyo,Segun Adesina,Cash,Delivered,2
15295,44530,Ace Supermarket,250pcs in a jar,7,51600,0,361200,301000,Lagos,Funmi Adebayo,Bank Transfer,Delivered,2
15296,44530,Baptist Bookshop,100pcs in a jar,5,50400,0,252000,210000,Abuja,Ngozi Eze,Credit,Delivered,1
15297,44530,Bradenburg Multichoice,250pcs in a jar,13,51600,0,670800,559000,Ogun,Tunde Ogunleye,POS,Delivered,2
15298,44530,Bradenburg Multichoice,500pcs in a jar,10,51600,0,516000,430000,Ogun,Tunde Ogunleye,POS,Delivered,3
15299,44530,The Lamb Christian Bookshop,250pcs in a jar,1,51600,0,51600,43000,,Abdul Mohammed,Bank Transfer,Delivered,3
15300,44530,Bible Wonderland,100pcs in nylon,4,80000,0,320000,260000,Lagos,Adeola Johnson,Cash,Delivered,1
15301,44530,Deprince Supermarket,250pcs in a jar,14,51600,0,722400,602000,Lagos,Adeola Johnson,Cash,Returned,1
15302,44530,Deprince Supermarket,500pcs in a jar,48,51600,0,2476800,2064000,Lagos,Chike Obi,Bank Transfer,Delivered,5
15303,44530,Deprince Supermarket,100pcs in a jar,29,50400,0,1461600,1218000,Lagos,Abdul Mohammed,Bank Transfer,Delivered,1
15304,44530,Css Bookshop,500pcs in a jar,3,51600,5,154800,129000,Lagos,,Bank Transfer,Pending,2
15305,44530,The Lamb Christian Bookshop,250pcs in a jar,2,51600,0,103200,86000,Osun,Afolabi Ige,Cash,Delivered,1
15306,44531,Css Bookshop,100pcs in nylon,1,80000,0,80000,65000,Lagos,Funmi Adebayo,Cash,Delivered,13
15307,44531,Ace Supermarket,250pcs in a jar,15,51600,0,774000,645000,Lagos,Chike Obi,Credit,Delivered,5
15308,44531,Baptist Bookshop,100pcs in nylon,3,80000,0,240000,195000,Abuja,Abdul Mohammed,Bank Transfer,Delivered,1
15309,44531,Bradenburg Multichoice,100pcs in nylon,14,80000,0,1120000,910000,Ogun,Tunde Ogunleye,POS,Delivered,1
15310,44531,Baptist Bookshop,500pcs in a jar,5,51600,0,258000,215000,Abuja,Abdul Mohammed,Cash,Delivered,2
15311,44531,Bible Wonderland,100pcs in a jar,4,50400,0,201600,168000,Lagos,Adeola Johnson,POS,Delivered,2
15312,44531,Real Treasure Christian Bookshop,100pcs in a jar,7,50400,0,352800,294000,Oyo,Yemi Akande,Cash,Delivered,5
15313,44532,Real Treasure Christian Bookshop,100pcs in a jar,7,50400,0,352800,294000,Oyo,Yemi Akande,Cash,Delivered,5
15314,44531,Deprince Supermarket,500pcs in a jar,11,51600,0,567600,473000,Lagos,Adeola Johnson,Bank Transfer,Delivered,2
15315,44531,Baptist Bookshop,100pcs in a jar,4,50400,0,201600,168000,Abuja,,Bank Transfer,Delivered,4
15316,44531,Baptist Bookshop,500pcs in a jar,1,51600,0,51600,43000,Abuja,Ngozi Eze,Bank Transfer,Delivered,3
15317,44531,Real Treasure Christian Bookshop,500pcs in a jar,3,51600,0,154800,129000,Oyo,Segun Adesina,Bank Transfer,Delivered,8
15318,44531,Baptist Bookshop,100pcs in a jar,4,50400,0,201600,168000,Abuja,Ngozi Eze,Bank Transfer,Delivered,1
15319,44531,Baptist Bookshop,100pcs in a jar,3,50400,0,151200,126000,Abuja,Ngozi Eze,Cash,Delivered,1
15320,44531,The Lamb Christian Bookshop,250pcs in a jar,5,51600,0,258000,215000,Osun,Afolabi Ige,Bank Transfer,Delivered,35
15321,44531,Deprince Supermarket,250pcs in a jar,11,51600,0,567600,473000,Lagos,Chike Obi,Bank Transfer,Delivered,1
15322,44531,Real Treasure Christian Bookshop,500pcs in a jar,4,51600,0,206400,172000,Lagos,,POS,Delivered,1
15323,44531,Bible Wonderland,500pcs in a jar,4,51600,0,206400,172000,Lagos,Chike Obi,POS,Delivered,1
15324,44531,The Lamb Christian Bookshop,100pcs in a jar,1,50400,0,50400,42000,Osun,Afolabi Ige,Bank Transfer,Delivered,1
15325,44531,Bradenburg Multichoice,250pcs in a jar,11,51600,0,567600,473000,Ogun,Ngozi Eze,Bank Transfer,Delivered,39
15326,44531,Ace Supermarket,500pcs in a jar,6,51600,0,309600,258000,Lagos,Funmi Adebayo,Bank Transfer,Delivered,2
15327,44531,Bradenburg Multichoice,100pcs in a jar,6,50400,0,302400,252000,Ogun,Tunde Ogunleye,Cash,Delivered,1
15328,44531,Bradenburg Multichoice,100pcs in a jar,14,50400,0,705600,588000,Ogun,Tunde Ogunleye,Cash,Delivered,1
15329,44531,Ace Supermarket,250pcs in a jar,1,51600,0,51600,43000,Lagos,Adeola Johnson,POS,Delivered,1
15330,44531,Bible Wonderland,250pcs in a jar,2,51600,0,103200,86000,Lagos,,Cash,Delivered,35
15331,44532,Bible Wonderland,500pcs in a jar,1,51600,0,51600,43000,Lagos,Adeola Johnson,Bank Transfer,Delivered,2
15332,44532,Ace Supermarket,100pcs in a jar,2,50400,0,100800,84000,Lagos,Funmi Adebayo,Bank Transfer,Delivered,1
15333,44532,Baptist Bookshop,500pcs in a jar,8,51600,0,412800,344000,Abuja,Ngozi Eze,Cash,Delivered,3
15334,44532,The Lamb Christian Bookshop,100pcs in a jar,1,50400,15,50400,42000,Osun,Afolabi Ige,Cash,Delivered,1
15335,44532,Bible Wonderland,250pcs in a jar,1,51600,0,51600,43000,Lagos,Funmi Adebayo,Bank Transfer,Delivered,7
15336,44533,Bible Wonderland,250pcs in a jar,1,51600,0,51600,43000,Lagos,Funmi Adebayo,Bank Transfer,Delivered,7
15337,44532,The Lamb Christian Bookshop,100pcs in nylon,4,80000,0,320000,260000,Osun,Afolabi Ige,POS,Delivered,3
15338,44533,The Lamb Christian Bookshop,100pcs in nylon,4,80000,0,320000,260000,Osun,Afolabi Ige,POS,Delivered,3
15339,44532,Css Bookshop,250pcs in a jar,3,51600,0,154800,129000,Lagos,Abdul Mohammed,Cash,Delivered,3
15340,44532,Ace Supermarket,500pcs in a jar,15,51600,0,774000,645000,Lagos,Chike Obi,Cash,Delivered,2
15341,44532,Ace Supermarket,250pcs in a jar,13,51600,0,670800,559000,Lagos,Chike Obi,Bank Transfer,Delivered,1
15342,44532,Deprince Supermarket,250pcs in a jar,30,51600,0,1548000,1290000,Lagos,Chike Obi,Bank Transfer,Delivered,1
15343,44532,Ace Supermarket,250pcs in a jar,9,51600,0,464400,387000,Lagos,Adeola Johnson,Cash,Delivered,3
15344,44532,Real Treasure Christian Bookshop,500pcs in a jar,1,51600,15,51600,43000,Oyo,Segun Adesina,Cash,Delivered,1
15345,44532,Real Treasure Christian Bookshop,250pcs in a jar,2,51600,0,103200,86000,Oyo,Yemi Akande,Bank Transfer,Delivered,5
15346,44532,Baptist Bookshop,500pcs in a jar,1,51600,0,51600,43000,Abuja,,Cash,Returned,3
15347,44532,Ace Supermarket,250pcs in a jar,28,51600,0,1444800,1204000,Lagos,Adeola Johnson,Bank Transfer,Delivered,1
15348,44532,Ace Supermarket,500pcs in a jar,3,51600,0,154800,129000,Lagos,Chike Obi,POS,Delivered,4
15349,44532,The Lamb Christian Bookshop,100pcs in a jar,9,50400,0,453600,378000,Osun,Afolabi Ige,Bank Transfer,Delivered,6
15350,44532,Css Bookshop,500pcs in a jar,2,51600,0,103200,86000,Lagos,Ngozi Eze,Credit,Delivered,3
15351,44532,Deprince Supermarket,100pcs in a jar,48,50400,0,2419200,2016000,Lagos,Adeola Johnson,POS,Delivered,2
15352,44532,Real Treasure Christian Bookshop,250pcs in a jar,4,51600,0,206400,172000,Oyo,Segun Adesina,Bank Transfer,Delivered,4
15353,44532,Baptist Bookshop,250pcs in a jar,2,51600,10,103200,86000,Abuja,Ngozi Eze,Cash,Delivered,4
15354,44532,Ace Supermarket,100pcs in nylon,11,80000,0,880000,715000,Lagos,,Bank Transfer,Delivered,1
15355,44532,Deprince Supermarket,100pcs in nylon,23,80000,5,1840000,1495000,Lagos,Adeola Johnson,Credit,Delivered,1
15356,44532,Css Bookshop,100pcs in a jar,3,50400,5,151200,126000,Lagos,Chike Obi,Bank Transfer,Delivered,2
15357,44532,Ace Supermarket,100pcs in nylon,9,80000,0,720000,585000,Lagos,Adeola Johnson,Cash,Delivered,3
15358,44532,Bradenburg Multichoice,100pcs in a jar,28,50400,0,1411200,1176000,Ogun,Tunde Ogunleye,Bank Transfer,Delivered,1
15359,44532,Deprince Supermarket,100pcs in a jar,30,50400,0,1512000,1260000,Lagos,Adeola Johnson,Cash,Delivered,1
15360,44532,The Lamb Christian Bookshop,500pcs in a jar,4,51600,0,206400,172000,Osun,Afolabi Ige,Bank Transfer,On Hold,38
15361,44532,Ace Supermarket,500pcs in a jar,60,51600,0,3096000,2580000,Lagos,Chike Obi,Bank Transfer,Delivered,1
15362,44532,Bradenburg Multichoice,100pcs in nylon,18,80000,0,1440000,1170000,Ogun,Bisi Awolowo,Cash,Delivered,2
15363,44532,Bible Wonderland,100pcs in nylon,2,80000,0,160000,130000,Lagos,Chike Obi,Cash,Delivered,4
15364,44532,Deprince Supermarket,100pcs in a jar,96,50400,0,4838400,4032000,Lagos,Chike Obi,Cash,Delivered,1
15365,44532,Deprince Supermarket,100pcs in nylon,12,80000,0,960000,780000,Lagos,Chike Obi,Bank Transfer,Pending,2
15366,44532,The Lamb Christian Bookshop,100pcs in nylon,4,80000,0,320000,260000,Osun,Afolabi Ige,Bank Transfer,Delivered,4
15367,44532,Baptist Bookshop,100pcs in a jar,1,50400,5,50400,42000,Abuja,Abdul Mohammed,Bank Transfer,Delivered,1
15369,44532,The Lamb Christian Bookshop,100pcs in a jar,1,50400,0,50400,42000,Osun,Afolabi Ige,Cash,Delivered,2
15370,44533,Bradenburg Multichoice,250pcs in a jar,14,51600,0,722400,602000,Ogun,,Bank Transfer,Delivered,2
15371,44533,Baptist Bookshop,250pcs in a jar,2,51600,10,103200,86000,Abuja,Abdul Mohammed,Bank Transfer,Delivered,6
15372,44533,Real Treasure Christian Bookshop,250pcs in a jar,6,51600,0,309600,258000,Oyo,,Cash,Delivered,6
15373,44533,Bradenburg Multichoice,100pcs in a jar,10,50400,5,504000,420000,Ogun,Bisi Awolowo,Cash,Delivered,1
15374,44533,The Lamb Christian Bookshop,100pcs in a jar,2,50400,0,100800,84000,Osun,Afolabi Ige,Bank Transfer,Delivered,33
15376,44533,The Lamb Christian Bookshop,250pcs in a jar,3,51600,0,154800,129000,Osun,Afolabi Ige,Cash,Delivered,1
15377,44533,Bible Wonderland,100pcs in a jar,2,50400,5,100800,84000,Lagos,Funmi Adebayo,Cash,Delivered,3
15378,44533,Css Bookshop,500pcs in a jar,3,51600,0,154800,129000,Lagos,Chike Obi,Bank Transfer,Delivered,2
15379,44533,Baptist Bookshop,100pcs in a jar,5,50400,0,252000,210000,Abuja,Abdul Mohammed,Bank Transfer,Delivered,3
15380,44533,Real Treasure Christian Bookshop,100pcs in a jar,2,50400,0,100800,-84000,Oyo,Yemi Akande,POS,Delivered,4
15381,44533,Bradenburg Multichoice,100pcs in a jar,10,50400,0,504000,420000,Ogun,Tunde Ogunleye,Bank Transfer,Delivered,3
15382,44533,Css Bookshop,500pcs in a jar,1,51600,0,51600,43000,Lagos,Adeola Johnson,Bank Transfer,Delivered,1
15383,44533,Deprince Supermarket,100pcs in nylon,15,80000,0,1200000,975000,Lagos,Abdul Mohammed,Cash,Delivered,3
15384,44533,Deprince Supermarket,250pcs in a jar,15,51600,0,774000,645000,Lagos,Chike Obi,Bank Transfer,Delivered,1
15385,44533,The Lamb Christian Bookshop,100pcs in a jar,1,50400,10,50400,42000,Osun,Afolabi Ige,Bank Transfer,Delivered,1
15386,44533,Real Treasure Christian Bookshop,100pcs in nylon,2,80000,0,160000,130000,Oyo,Yemi Akande,Cash,Delivered,4
15387,44533,Baptist Bookshop,100pcs in a jar,35,50400,0,1764000,1470000,Abuja,Ngozi Eze,Bank Transfer,Delivered,3
15388,44533,Baptist Bookshop,100pcs in a jar,4,50400,15,201600,168000,Abuja,Abdul Mohammed,Cash,Delivered,2
15389,44533,Deprince Supermarket,100pcs in a jar,25,50400,0,1260000,1050000,,Ngozi Eze,Cash,Delivered,1
15390,44533,The Lamb Christian Bookshop,250pcs in a jar,4,51600,15,206400,172000,Osun,Afolabi Ige,Cash,Delivered,3
15391,44533,Real Treasure Christian Bookshop,500pcs in a jar,5,51600,0,258000,215000,Oyo,,POS,Delivered,3
15392,44533,The Lamb Christian Bookshop,250pcs in a jar,3,51600,0,154800,129000,Osun,Abdul Mohammed,POS,Delivered,2
15393,44533,Bible Wonderland,250pcs in a jar,6,51600,0,309600,258000,Lagos,Adeola Johnson,Cash,Delivered,1
15394,44533,Css Bookshop,100pcs in a jar,3,50400,0,151200,126000,Lagos,Chike Obi,Cash,Pending,1
15395,44533,Bradenburg Multichoice,100pcs in a jar,20,50400,0,1008000,840000,Ogun,Bisi Awolowo,Cash,Delivered,2
15396,44533,Deprince Supermarket,250pcs in a jar,40,51600,0,2064000,1720000,Lagos,Adeola Johnson,Credit,Delivered,3
15397,44533,Bradenburg Multichoice,100pcs in nylon,17,80000,0,1360000,1105000,Ogun,Tunde Ogunleye,Credit,Delivered,3
15398,44533,Css Bookshop,250pcs in a jar,19,51600,10,980400,817000,Lagos,Adeola Johnson,POS,Delivered,3
15399,44533,Bradenburg Multichoice,100pcs in nylon,19,80000,0,1520000,1235000,Ogun,Tunde Ogunleye,Cash,On Hold,20
15400,44533,Css Bookshop,250pcs in a jar,3,51600,0,154800,129000,Lagos,Chike Obi,Bank Transfer,Delivered,1
15401,44533,Baptist Bookshop,250pcs in a jar,6,51600,0,309600,258000,Abuja,,Bank Transfer,Delivered,4
